frame,input.Throttle,input.bHoldingBoost,input.bActivateBoost,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,False,False,-2000.000000,-4499.659668,17.049999,0.000000,-0.011000,0.271000,-0.005948,0.005948,0.707089,0.707074,0.000510,0.000000,0.000000
1,0.000000,False,False,-2000.000000,-4499.659668,17.049999,0.000000,0.000000,0.271000,-0.005948,0.005948,0.707089,0.707074,0.000510,0.000000,0.000000
2,0.000000,False,False,-2000.000000,-4499.659668,17.049999,0.000000,-0.011000,0.271000,-0.005948,0.005948,0.707089,0.707074,0.000510,0.000000,0.000000
3,0.000000,False,False,-2000.000000,-4499.659668,17.049999,0.000000,0.000000,0.271000,-0.005948,0.005948,0.707089,0.707074,0.000510,0.000000,0.000000
4,1.000000,True,True,-2000.000000,-4499.479980,17.049999,0.000000,21.591000,0.131000,-0.005942,0.005942,0.707089,0.707074,0.001610,0.000000,0.000000
5,1.000000,True,True,-2000.000000,-4499.120117,17.049999,0.000000,43.000999,0.031000,-0.005937,0.005937,0.707089,0.707074,0.002210,0.000000,0.000000
6,1.000000,True,True,-2000.000000,-4498.580078,17.049999,0.000000,64.221001,-0.031000,-0.005932,0.005932,0.707089,0.707074,0.002610,0.000000,0.000000
7,1.000000,True,True,-2000.000000,-4497.870117,17.049999,0.000000,85.260994,-0.071000,-0.005921,0.005921,0.707090,0.707074,0.002810,0.000000,0.000000
8,1.000000,True,True,-2000.000000,-4496.989746,17.049999,0.000000,106.120995,-0.101000,-0.005910,0.005910,0.707090,0.707074,0.002910,0.000000,0.000000
9,1.000000,True,True,-2000.000000,-4495.929688,17.049999,0.000000,126.800995,-0.131000,-0.005899,0.005899,0.707090,0.707074,0.002810,0.000000,0.000000
10,1.000000,True,True,-2000.000000,-4494.699707,17.049999,0.000000,147.311005,-0.151000,-0.005894,0.005894,0.707090,0.707074,0.002710,0.000000,0.000000
11,1.000000,True,True,-2000.000000,-4493.299805,17.049999,0.000000,167.641006,-0.161000,-0.005888,0.005888,0.707090,0.707074,0.002510,0.000000,0.000000
12,1.000000,True,True,-2000.000000,-4491.729980,17.049999,0.000000,187.801010,-0.171000,-0.005883,0.005883,0.707090,0.707074,0.002310,0.000000,0.000000
13,1.000000,True,True,-2000.000000,-4490.000000,17.049999,0.000000,207.781006,-0.181000,-0.005878,0.005878,0.707090,0.707074,0.002010,0.000000,0.000000
14,1.000000,True,True,-2000.000000,-4488.100098,17.049999,0.000000,227.591003,-0.191000,-0.005872,0.005872,0.707090,0.707074,0.001710,0.000000,0.000000
15,1.000000,True,True,-2000.000000,-4486.040039,17.049999,0.000000,247.231003,-0.191000,-0.005867,0.005867,0.707090,0.707074,0.001410,0.000000,0.000000
16,1.000000,True,True,-2000.000000,-4483.819824,17.049999,0.000000,266.700989,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.001110,0.000000,0.000000
17,1.000000,True,True,-2000.000000,-4481.439941,17.049999,0.000000,286.010986,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.000810,0.000000,0.000000
18,1.000000,True,True,-2000.000000,-4478.899902,17.049999,0.000000,305.151001,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.000510,0.000000,0.000000
19,1.000000,True,True,-2000.000000,-4476.199707,17.049999,0.000000,324.131012,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.000310,0.000000,0.000000
20,1.000000,True,True,-2000.000000,-4473.339844,17.049999,0.000000,342.941010,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.000110,0.000000,0.000000
21,1.000000,True,True,-2000.000000,-4470.330078,17.049999,0.000000,361.591003,-0.191000,-0.005861,0.005861,0.707091,0.707074,0.000000,0.000000,0.000000
