frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,-2000.000000,-4499.810059,17.010000,0.000000,0.000000,0.251000,-0.003396,0.003396,0.707096,0.707101,0.000410,0.000000,0.000000
1,True,True,0.000000,1.000000,-2000.000000,-4499.629883,17.010000,0.000000,21.591000,0.171000,-0.003391,0.003391,0.707096,0.707101,0.001110,0.000000,0.000000
2,True,True,0.000000,1.000000,-2000.000000,-4499.270020,17.010000,0.000000,43.000999,0.111000,-0.003385,0.003385,0.707096,0.707101,0.001510,0.000000,0.000000
3,True,True,0.000000,1.000000,-2000.000000,-4498.729980,17.010000,0.000000,64.221001,0.071000,-0.003380,0.003380,0.707096,0.707101,0.001610,0.000000,0.000000
4,True,True,0.000000,1.000000,-2000.000000,-4498.020020,17.010000,0.000000,85.260994,0.051000,-0.003374,0.003374,0.707096,0.707101,0.001610,0.000000,0.000000
5,True,True,0.000000,1.000000,-2000.000000,-4497.140137,17.010000,0.000000,106.120995,0.031000,-0.003369,0.003369,0.707096,0.707102,0.001510,0.000000,0.000000
6,True,True,0.000000,1.000000,-2000.000000,-4496.080078,17.010000,0.000000,126.800995,0.021000,-0.003364,0.003364,0.707096,0.707102,0.001410,0.000000,0.000000
7,True,True,0.000000,1.000000,-2000.000000,-4494.850098,17.010000,0.000000,147.311005,0.011000,-0.003358,0.003358,0.707096,0.707102,0.001310,0.000000,0.000000
8,True,True,0.000000,1.000000,-2000.000000,-4493.449707,17.010000,0.000000,167.641006,0.011000,-0.003353,0.003353,0.707096,0.707102,0.001110,0.000000,0.000000
9,True,True,0.000000,1.000000,-2000.000000,-4491.879883,17.010000,0.000000,187.801010,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000910,0.000000,0.000000
10,True,True,0.000000,1.000000,-2000.000000,-4490.149902,17.010000,0.000000,207.781006,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000710,0.000000,0.000000
11,True,True,0.000000,1.000000,-2000.000000,-4488.250000,17.010000,0.000000,227.591003,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000610,0.000000,0.000000
12,True,True,0.000000,1.000000,-2000.000000,-4486.189941,17.010000,0.000000,247.231003,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000510,0.000000,0.000000
13,True,True,0.000000,1.000000,-2000.000000,-4483.969727,17.010000,0.000000,266.700989,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000410,0.000000,0.000000
14,True,True,0.000000,1.000000,-2000.000000,-4481.589844,17.010000,0.000000,286.010986,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000310,0.000000,0.000000
15,True,True,0.000000,1.000000,-2000.000000,-4479.049805,17.010000,0.000000,305.151001,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000310,0.000000,0.000000
16,True,True,0.000000,1.000000,-2000.000000,-4476.350098,17.010000,0.000000,324.131012,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000310,0.000000,0.000000
17,True,True,0.000000,1.000000,-2000.000000,-4473.489746,17.010000,0.000000,342.941010,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000210,0.000000,0.000000
18,True,True,0.000000,1.000000,-2000.000000,-4470.479980,17.010000,0.000000,361.591003,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000210,0.000000,0.000000
19,True,True,0.000000,1.000000,-2000.000000,-4467.310059,17.010000,0.000000,380.080994,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000210,0.000000,0.000000
20,True,True,0.000000,1.000000,-2000.000000,-4463.989746,17.010000,0.000000,398.420990,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000210,0.000000,0.000000
21,True,True,0.000000,1.000000,-2000.000000,-4460.520020,17.010000,0.000000,416.600983,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000110,0.000000,0.000000
22,True,True,0.000000,1.000000,-2000.000000,-4456.899902,17.010000,0.000000,434.621002,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000110,0.000000,0.000000
23,True,True,0.000000,1.000000,-2000.000000,-4453.129883,17.010000,0.000000,452.490997,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000110,0.000000,0.000000
24,True,True,0.000000,1.000000,-2000.000000,-4449.209961,17.010000,0.000000,470.200989,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000110,0.000000,0.000000
25,True,True,0.000000,1.000000,-2000.000000,-4445.149902,17.010000,0.000000,487.760986,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000110,0.000000,0.000000
26,True,True,0.000000,1.000000,-2000.000000,-4440.939941,17.010000,0.000000,505.170990,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
27,True,True,0.000000,1.000000,-2000.000000,-4436.589844,17.010000,0.000000,522.430969,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
28,True,True,0.000000,1.000000,-2000.000000,-4432.089844,17.010000,0.000000,539.550964,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
29,True,True,0.000000,1.000000,-2000.000000,-4427.449707,17.010000,0.000000,556.520935,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
30,True,True,0.000000,1.000000,-2000.000000,-4422.669922,17.010000,0.000000,573.340942,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
31,True,True,0.000000,1.000000,-2000.000000,-4417.750000,17.010000,0.000000,590.020935,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
32,True,True,0.000000,1.000000,-2000.000000,-4412.689941,17.010000,0.000000,606.560974,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
33,True,True,0.000000,1.000000,-2000.000000,-4407.500000,17.010000,0.000000,622.950989,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
34,True,True,0.000000,1.000000,-2000.000000,-4402.169922,17.010000,0.000000,639.200989,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
35,True,True,0.000000,1.000000,-2000.000000,-4396.709961,17.010000,0.000000,655.310974,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
36,True,True,0.000000,1.000000,-2000.000000,-4391.120117,17.010000,0.000000,671.290955,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
37,True,True,0.000000,1.000000,-2000.000000,-4385.390137,17.010000,0.000000,687.130981,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
38,True,True,0.000000,1.000000,-2000.000000,-4379.529785,17.010000,0.000000,702.830933,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
39,True,True,0.000000,1.000000,-2000.000000,-4373.540039,17.010000,0.000000,718.400940,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
40,True,True,0.000000,1.000000,-2000.000000,-4367.419922,17.010000,0.000000,733.840942,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
41,True,True,0.000000,1.000000,-2000.000000,-4361.179688,17.010000,0.000000,749.140930,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
42,True,True,0.000000,1.000000,-2000.000000,-4354.810059,17.010000,0.000000,764.310974,0.011000,-0.003347,0.003347,0.707096,0.707102,0.000000,0.000000,0.000000
43,True,True,0.000000,1.000000,-2000.000000,-4348.319824,17.010000,0.000000,779.350952,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000110,0.000000,0.000000
44,True,True,0.000000,1.000000,-2000.000000,-4341.699707,17.010000,0.000000,794.260986,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000110,0.000000,0.000000
45,True,True,0.000000,1.000000,-2000.000000,-4334.959961,17.010000,0.000000,809.050964,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000110,0.000000,0.000000
46,True,True,0.000000,1.000000,-2000.000000,-4328.100098,17.010000,0.000000,823.710938,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000110,0.000000,0.000000
47,True,True,0.000000,1.000000,-2000.000000,-4321.109863,17.010000,0.000000,838.240967,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000110,0.000000,0.000000
48,True,True,0.000000,1.000000,-2000.000000,-4314.000000,17.010000,0.000000,852.650940,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000210,0.000000,0.000000
49,True,True,0.000000,1.000000,-2000.000000,-4306.779785,17.010000,0.000000,866.930969,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000210,0.000000,0.000000
50,True,True,0.000000,1.000000,-2000.000000,-4299.439941,17.010000,0.000000,881.090942,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000210,0.000000,0.000000
51,True,True,0.000000,1.000000,-2000.000000,-4291.979980,17.010000,0.000000,895.130981,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000210,0.000000,0.000000
52,True,True,0.000000,1.000000,-2000.000000,-4284.399902,17.010000,0.000000,909.050964,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000210,0.000000,0.000000
53,True,True,0.000000,1.000000,-2000.000000,-4276.709961,17.010000,0.000000,922.850952,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000310,0.000000,0.000000
54,True,True,0.000000,1.000000,-2000.000000,-4268.909668,17.010000,0.000000,936.530945,0.011000,-0.003347,0.003347,0.707096,0.707102,-0.000310,0.000000,0.000000
