frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
1,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
2,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
3,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
4,True,True,1.000000,0.000000,False,0.000000,3500.299805,0.000000,18.650000,21.591000,0.000000,0.231000,0.000003,0.003002,0.000003,0.999996,0.000000,-0.000810,0.000000
5,True,True,1.000000,0.000000,False,0.000000,3500.659912,0.000000,18.650000,43.000999,0.000000,0.191000,0.000003,0.002997,0.000003,0.999996,0.000000,-0.001010,0.000000
6,True,True,1.000000,0.000000,False,0.000000,3501.199951,0.000000,18.650000,64.221001,0.000000,0.171000,0.000003,0.002991,0.000003,0.999996,0.000000,-0.001010,0.000000
7,True,True,1.000000,0.000000,False,0.000000,3501.909912,0.000000,18.650000,85.260994,0.000000,0.151000,0.000003,0.002986,0.000003,0.999996,0.000000,-0.001010,0.000000
8,True,True,1.000000,0.000000,False,0.000000,3502.790039,0.000000,18.650000,106.120995,0.000000,0.141000,0.000003,0.002981,0.000003,0.999996,0.000000,-0.000910,0.000000
9,True,True,1.000000,0.000000,False,0.000000,3503.849854,0.000000,18.650000,126.800995,0.000000,0.131000,0.000003,0.002975,0.000003,0.999996,0.000000,-0.000810,0.000000
10,True,True,1.000000,0.000000,False,0.000000,3505.079834,0.000000,18.650000,147.311005,0.000000,0.131000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000710,0.000000
11,True,True,1.000000,0.000000,False,0.000000,3506.479980,0.000000,18.650000,167.641006,0.000000,0.131000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000510,0.000000
12,True,True,1.000000,0.000000,False,0.000000,3508.049805,0.000000,18.650000,187.801010,0.000000,0.131000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
13,True,True,1.000000,0.000000,False,0.000000,3509.780029,0.000000,18.650000,207.781006,0.000000,0.131000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000410,0.000000
14,True,True,1.000000,0.000000,False,0.000000,3511.679932,0.000000,18.650000,227.591003,0.000000,0.131000,0.000003,0.002970,0.000003,0.999996,0.000000,-0.000310,0.000000
