frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
1,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
2,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
3,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
4,False,False,1.000000,0.000000,False,3500.339844,0.000000,18.330000,13.330000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.001400,0.000000
5,False,False,1.000000,0.000000,False,3500.449951,0.000000,18.330000,26.539999,0.000000,8.400000,0.000003,0.008543,0.000003,0.999963,0.000000,-0.002000,0.000000
6,False,False,1.000000,0.000000,False,3500.669922,0.000000,18.330000,39.639999,0.000000,8.400000,0.000003,0.008532,0.000003,0.999964,0.000000,-0.002300,0.000000
7,False,False,1.000000,0.000000,False,3501.000000,0.000000,18.330000,52.629997,0.000000,8.400000,0.000003,0.008521,0.000003,0.999964,0.000000,-0.002400,0.000000
8,False,False,1.000000,0.000000,False,3501.439941,0.000000,18.330000,65.510002,0.000000,8.400000,0.000003,0.008510,0.000003,0.999964,0.000000,-0.002300,0.000000
9,False,False,1.000000,0.000000,False,3501.989990,0.000000,18.330000,78.279999,0.000000,8.400000,0.000003,0.008500,0.000003,0.999964,0.000000,-0.002100,0.000000
10,False,False,1.000000,0.000000,False,3502.639893,0.000000,18.330000,90.939995,0.000000,8.400000,0.000003,0.008489,0.000003,0.999964,0.000000,-0.001900,0.000000
11,False,False,1.000000,0.000000,False,3503.399902,0.000000,18.330000,103.489998,0.000000,8.400000,0.000003,0.008483,0.000003,0.999964,0.000000,-0.001700,0.000000
12,False,False,1.000000,0.000000,False,3504.260010,0.000000,18.330000,115.930000,0.000000,8.400000,0.000003,0.008478,0.000003,0.999964,0.000000,-0.001500,0.000000
13,False,False,1.000000,0.000000,False,3505.229980,0.000000,18.330000,128.259995,0.000000,8.400000,0.000003,0.008473,0.000003,0.999964,0.000000,-0.001300,0.000000
