frame,input.bJump,input.bJumped,input.Pitch,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.320000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000300,0.000000
1,True,True,0.000000,0.000000,0.200000,0.000000,19.539999,-0.770000,0.000000,304.000000,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
2,True,True,0.000000,0.000000,0.190000,0.000000,22.109999,0.170000,0.000000,308.019989,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
3,True,True,0.000000,0.000000,0.190000,0.000000,24.709999,-0.070000,0.000000,312.039978,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
4,True,True,0.000000,0.000000,0.190000,0.000000,27.340000,-0.010000,0.000000,316.059998,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
5,True,True,0.000000,0.000000,0.190000,0.000000,30.010000,-0.020000,0.000000,320.079987,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
6,True,True,0.000000,0.000000,0.190000,0.000000,32.709999,0.090000,0.000000,324.100006,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
7,True,True,0.000000,0.000000,0.190000,0.000000,35.469997,0.200000,0.000000,330.829987,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
8,True,True,0.000000,0.000000,0.190000,0.000000,38.279999,0.310000,0.000000,337.559998,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
9,True,True,0.000000,0.000000,0.190000,0.000000,41.149998,0.420000,0.000000,344.289978,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
10,True,True,0.000000,0.000000,0.190000,0.000000,44.079998,0.530000,0.000000,351.019989,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
11,True,True,0.000000,0.000000,0.200000,0.000000,47.059998,0.640000,0.000000,357.750000,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
12,True,True,0.000000,0.000000,0.210000,0.000000,50.099998,0.750000,0.000000,364.479980,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
13,True,True,0.000000,0.000000,0.220000,0.000000,53.189999,0.860000,0.000000,371.209991,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
14,True,True,0.000000,0.000000,0.230000,0.000000,56.340000,0.970000,0.000000,377.940002,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
15,True,True,0.000000,0.000000,0.240000,0.000000,59.549999,1.080000,0.000000,384.669983,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
16,True,True,0.000000,0.000000,0.250000,0.000000,62.809998,1.190000,0.000000,391.399994,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
17,True,True,0.000000,0.000000,0.260000,0.000000,66.129997,1.300000,0.000000,398.130005,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
18,True,True,0.000000,0.000000,0.270000,0.000000,69.500000,1.410000,0.000000,404.859985,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
19,True,True,0.000000,0.000000,0.280000,0.000000,72.930000,1.520000,0.000000,411.589996,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
20,True,True,0.000000,0.000000,0.290000,0.000000,76.419998,1.630000,0.000000,418.319977,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
21,False,False,0.000000,0.000000,0.300000,0.000000,79.860001,1.630000,0.000000,412.899994,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
22,False,False,0.000000,0.000000,0.310000,0.000000,83.259995,1.630000,0.000000,407.479980,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
23,False,False,0.000000,0.000000,0.320000,0.000000,86.610001,1.630000,0.000000,402.059998,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
24,False,False,0.000000,0.000000,0.330000,0.000000,89.919998,1.630000,0.000000,396.639984,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
25,False,False,0.000000,0.000000,0.340000,0.000000,93.180000,1.630000,0.000000,391.220001,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
26,False,False,0.000000,0.000000,0.350000,0.000000,96.400002,1.630000,0.000000,385.799988,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
27,False,False,0.000000,0.000000,0.360000,0.000000,99.570000,1.630000,0.000000,380.380005,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
28,False,False,0.000000,0.000000,0.370000,0.000000,102.689995,1.630000,0.000000,374.959991,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
29,False,False,0.000000,0.000000,0.380000,0.000000,105.769997,1.630000,0.000000,369.539978,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
30,False,False,0.000000,0.000000,0.390000,0.000000,108.799995,1.630000,0.000000,364.119995,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
31,False,False,0.000000,0.000000,0.400000,0.000000,111.790001,1.630000,0.000000,358.699982,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
32,False,False,0.000000,0.000000,0.410000,0.000000,114.729996,1.630000,0.000000,353.279999,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
33,False,False,0.000000,0.000000,0.420000,0.000000,117.629997,1.630000,0.000000,347.859985,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
34,False,False,0.000000,0.000000,0.430000,0.000000,120.479996,1.630000,0.000000,342.440002,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
35,False,False,0.000000,0.000000,0.440000,0.000000,123.290001,1.630000,0.000000,337.019989,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
36,False,False,0.000000,0.000000,0.450000,0.000000,126.049995,1.630000,0.000000,331.600006,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
37,False,False,0.000000,0.000000,0.460000,0.000000,128.770004,1.630000,0.000000,326.179993,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
38,False,False,0.000000,0.000000,0.470000,0.000000,131.440002,1.630000,0.000000,320.759979,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
39,False,False,0.000000,0.000000,0.480000,0.000000,134.069992,1.630000,0.000000,315.339996,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
40,False,False,0.000000,0.000000,0.490000,0.000000,136.649994,1.630000,0.000000,309.919983,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
41,False,False,0.000000,0.000000,0.500000,0.000000,139.190002,1.630000,0.000000,304.500000,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
42,False,False,0.000000,0.000000,0.510000,0.000000,141.679993,1.630000,0.000000,299.079987,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
43,False,False,0.000000,0.000000,0.520000,0.000000,144.129990,1.630000,0.000000,293.660004,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
44,False,False,0.000000,0.000000,0.530000,0.000000,146.529999,1.630000,0.000000,288.239990,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
45,False,False,0.000000,0.000000,0.540000,0.000000,148.889999,1.630000,0.000000,282.820007,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
46,False,False,0.000000,0.000000,0.550000,0.000000,151.199997,1.630000,0.000000,277.399994,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
47,False,False,0.000000,0.000000,0.560000,0.000000,153.470001,1.630000,0.000000,271.979980,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
48,False,False,0.000000,0.000000,0.570000,0.000000,155.690002,1.630000,0.000000,266.559998,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
49,False,False,0.000000,0.000000,0.580000,0.000000,157.869995,1.630000,0.000000,261.139984,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
50,False,False,0.000000,0.000000,0.590000,0.000000,160.000000,1.630000,0.000000,255.720001,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
51,False,False,0.000000,0.000000,0.600000,0.000000,162.089996,1.630000,0.000000,250.299988,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
52,False,False,0.000000,0.000000,0.610000,0.000000,164.129990,1.630000,0.000000,244.879990,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
53,False,False,0.000000,0.000000,0.620000,0.000000,166.129990,1.630000,0.000000,239.459991,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
54,False,False,0.000000,0.000000,0.630000,0.000000,168.080002,1.630000,0.000000,234.039993,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
55,False,False,0.000000,0.000000,0.640000,0.000000,169.989990,1.630000,0.000000,228.619995,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
56,False,False,0.000000,0.000000,0.650000,0.000000,171.849991,1.630000,0.000000,223.199997,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
57,False,False,0.000000,0.000000,0.660000,0.000000,173.660004,1.630000,0.000000,217.779999,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
58,False,False,0.000000,0.000000,0.670000,0.000000,175.429993,1.630000,0.000000,212.360001,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
59,False,False,0.000000,0.000000,0.680000,0.000000,177.149994,1.630000,0.000000,206.940002,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
60,False,False,0.000000,0.000000,0.690000,0.000000,178.830002,1.630000,0.000000,201.519989,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
61,False,False,0.000000,0.000000,0.700000,0.000000,180.459991,1.630000,0.000000,196.099991,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
62,False,False,0.000000,0.000000,0.710000,0.000000,182.050003,1.630000,0.000000,190.679993,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
63,False,False,0.000000,0.000000,0.720000,0.000000,183.589996,1.630000,0.000000,185.259995,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
64,False,False,0.000000,0.000000,0.730000,0.000000,185.089996,1.630000,0.000000,179.839996,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
65,False,False,0.000000,0.000000,0.740000,0.000000,186.539993,1.630000,0.000000,174.419998,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
66,False,False,0.000000,0.000000,0.750000,0.000000,187.949997,1.630000,0.000000,169.000000,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
67,False,False,0.000000,0.000000,0.760000,0.000000,189.309998,1.630000,0.000000,163.580002,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
68,False,False,0.000000,0.000000,0.770000,0.000000,190.629990,1.630000,0.000000,158.160004,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
69,False,False,0.000000,0.000000,0.780000,0.000000,191.899994,1.630000,0.000000,152.739990,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
70,False,False,0.000000,0.000000,0.790000,0.000000,193.129990,1.630000,0.000000,147.319992,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
71,True,True,-1.000000,0.090000,4.950000,0.000000,194.309998,499.759979,0.000000,141.899994,-0.000763,0.012556,0.000035,0.999921,-0.183200,1.858300,0.009000
72,True,True,0.000000,0.000000,9.110000,0.000000,195.449997,499.750000,0.000000,136.479996,-0.002258,0.027856,0.000073,0.999609,-0.359300,3.672000,0.010500
73,True,True,0.000000,0.000000,13.270000,0.000000,196.539993,499.750000,0.000000,131.059998,-0.004459,0.050514,0.000111,0.998713,-0.528500,5.442200,0.011800
74,True,True,0.000000,0.000000,17.430000,0.000000,197.589996,499.750000,0.000000,125.639999,-0.007329,0.080326,0.000154,0.996742,-0.527600,5.474600,0.009600
75,True,True,0.000000,0.000000,21.590000,0.000000,198.589996,499.750000,0.000000,120.219994,-0.010194,0.110192,0.000186,0.993858,-0.524800,5.474800,0.007800
76,True,True,0.000000,0.000000,25.750000,0.000000,199.550003,499.750000,0.000000,114.799995,-0.013037,0.139960,0.000213,0.990071,-0.522800,5.475000,0.006300
77,True,True,0.000000,0.000000,29.910000,0.000000,200.459991,499.750000,0.000000,109.379997,-0.015858,0.169605,0.000235,0.985384,-0.521400,5.475200,0.005100
78,True,True,0.000000,0.000000,34.070000,0.000000,201.330002,499.750000,0.000000,103.959999,-0.018658,0.199093,0.000251,0.979803,-0.520500,5.475300,0.004200
79,True,True,0.000000,0.000000,38.230000,0.000000,202.149994,499.750000,0.000000,98.540001,-0.021436,0.228403,0.000262,0.973331,-0.519900,5.475300,0.003500
80,True,True,0.000000,0.000000,42.389999,0.000000,202.929993,499.750000,0.000000,93.119995,-0.024193,0.257503,0.000272,0.965975,-0.519500,5.475400,0.002900
81,True,True,0.000000,0.000000,46.549999,0.000000,203.659988,499.750000,0.000000,87.699997,-0.026928,0.286370,0.000278,0.957740,-0.519200,5.475400,0.002500
82,True,True,0.000000,0.000000,50.709999,0.000000,204.349991,499.750000,0.000000,82.279999,-0.029636,0.314979,0.000283,0.948636,-0.519000,5.475400,0.002200
83,True,True,0.000000,0.000000,54.869999,0.000000,204.989990,499.750000,0.000000,76.860001,-0.032318,0.343302,0.000289,0.938669,-0.518900,5.475400,0.001900
84,True,True,0.000000,0.000000,59.029999,0.000000,205.589996,499.750000,0.000000,71.439995,-0.034967,0.371312,0.000289,0.927850,-0.518800,5.475400,0.001700
85,True,True,0.000000,0.000000,63.189999,0.000000,206.139999,499.750000,0.000000,66.019997,-0.037583,0.398982,0.000289,0.916188,-0.518700,5.475400,0.001600
86,True,True,0.000000,0.000000,67.349998,0.000000,206.649994,499.750000,0.000000,60.599998,-0.040167,0.426290,0.000289,0.903694,-0.518700,5.475400,0.001500
87,True,True,0.000000,0.000000,71.510002,0.000000,207.110001,499.750000,0.000000,55.180000,-0.042713,0.453210,0.000289,0.890379,-0.518700,5.475400,0.001400
88,True,True,0.000000,0.000000,75.669998,0.000000,207.519989,499.750000,0.000000,49.759998,-0.045222,0.479721,0.000289,0.876255,-0.518700,5.475400,0.001300
89,True,True,0.000000,0.000000,79.830002,0.000000,207.739990,499.750000,0.000000,26.920000,-0.047687,0.505794,0.000289,0.861335,-0.518700,5.475400,0.001300
90,True,True,0.000000,0.000000,83.989998,0.000000,207.839996,499.750000,0.000000,12.080000,-0.050110,0.531408,0.000289,0.845632,-0.518700,5.475400,0.001300
91,True,True,0.000000,0.000000,88.150002,0.000000,207.860001,499.750000,0.000000,2.430000,-0.052483,0.556543,0.000289,0.829159,-0.518700,5.475400,0.001300
92,True,True,0.000000,0.000000,92.309998,0.000000,207.830002,499.750000,0.000000,-3.830000,-0.054814,0.581170,0.000289,0.811934,-0.518700,5.475400,0.001300
93,True,True,0.000000,0.000000,96.470001,0.000000,207.759995,499.750000,0.000000,-7.900000,-0.057091,0.605269,0.000289,0.793971,-0.518700,5.475400,0.001300
94,True,True,0.000000,0.000000,100.629997,0.000000,207.669998,499.750000,0.000000,-10.550000,-0.059319,0.628817,0.000289,0.775287,-0.518700,5.475400,0.001300
95,True,True,0.000000,0.000000,104.790001,0.000000,207.569992,499.750000,0.000000,-12.270000,-0.061493,0.651794,0.000289,0.755899,-0.518700,5.475400,0.001300
