frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,-2000.000000,-4499.879883,18.639999,0.000000,0.000000,8.441000,-0.002123,0.002139,0.707106,0.707101,0.000510,0.000000,0.000000
1,True,True,0.000000,1.000000,-2000.000000,-4499.810059,18.639999,0.000000,21.521000,8.401000,-0.002123,0.002139,0.707106,0.707101,0.000910,0.000000,0.000000
2,True,True,0.000000,1.000000,-2000.000000,-4499.560059,18.639999,0.000000,42.861000,8.381001,-0.002117,0.002139,0.707106,0.707101,0.001110,0.000000,0.000000
3,True,True,0.000000,1.000000,-2000.000000,-4499.129883,18.639999,0.000000,64.011002,8.371000,-0.002112,0.002134,0.707106,0.707101,0.001210,0.000000,0.000000
4,True,True,0.000000,1.000000,-2000.000000,-4498.529785,18.639999,0.000000,84.980995,8.361000,-0.002107,0.002128,0.707106,0.707101,0.001110,0.000000,0.000000
5,True,True,0.000000,1.000000,-2000.000000,-4497.750000,18.639999,0.000000,105.770996,8.351000,-0.002101,0.002123,0.707106,0.707101,0.001010,0.000000,0.000000
6,True,True,0.000000,1.000000,-2000.000000,-4496.799805,18.639999,0.000000,126.390999,8.351000,-0.002096,0.002117,0.707106,0.707101,0.000910,0.000000,0.000000
7,True,True,0.000000,1.000000,-2000.000000,-4495.679688,18.639999,0.000000,146.831009,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000710,0.000000,0.000000
8,True,True,0.000000,1.000000,-2000.000000,-4494.390137,18.639999,0.000000,167.091003,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000610,-0.000110,0.000000
9,True,True,0.000000,1.000000,-2000.000000,-4492.929688,18.639999,0.000000,187.181000,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000510,-0.000110,0.000000
10,True,True,0.000000,1.000000,-2000.000000,-4491.299805,18.639999,0.000000,207.100998,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
11,True,True,0.000000,1.000000,-2000.000000,-4489.500000,18.639999,0.000000,226.850998,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
12,True,True,0.000000,1.000000,-2000.000000,-4487.540039,18.639999,0.000000,246.431000,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
13,True,True,0.000000,1.000000,-2000.000000,-4485.419922,18.639999,0.000000,265.841003,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
14,True,True,0.000000,1.000000,-2000.000000,-4483.140137,18.639999,0.000000,285.080994,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
15,True,True,0.000000,1.000000,-2000.000000,-4480.699707,18.639999,0.000000,304.161011,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
16,True,True,0.000000,1.000000,-2000.000000,-4478.100098,18.639999,0.000000,323.080994,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
17,True,True,0.000000,1.000000,-2000.000000,-4475.339844,18.639999,0.000000,341.830994,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
18,True,True,0.000000,1.000000,-2000.000000,-4472.419922,18.639999,0.000000,360.420990,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
19,True,True,0.000000,1.000000,-2000.000000,-4469.350098,18.639999,0.000000,378.851013,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
20,True,True,0.000000,1.000000,-2000.000000,-4466.120117,18.639999,0.000000,397.131012,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
