frame,input.bHandbrake,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,False,0.000000,0.000000,-2000.000000,-4499.879883,18.639999,0.000000,-0.010000,8.440000,-0.002128,0.002139,0.707106,0.707101,0.000600,0.000000,0.000000
1,False,True,True,0.000000,1.000000,-2000.000000,-4499.810059,18.639999,0.000000,21.510000,8.400000,-0.002128,0.002139,0.707106,0.707101,0.000900,0.000000,0.000000
2,False,True,True,0.000000,1.000000,-2000.000000,-4499.560059,18.639999,0.000000,42.849998,8.380000,-0.002128,0.002139,0.707106,0.707101,0.001100,0.000000,0.000000
3,False,True,True,0.000000,1.000000,-2000.000000,-4499.129883,18.639999,0.000000,64.000000,8.370000,-0.002123,0.002134,0.707106,0.707101,0.001200,0.000000,0.000000
4,False,True,True,0.000000,1.000000,-2000.000000,-4498.529785,18.639999,0.000000,84.970001,8.360000,-0.002117,0.002128,0.707106,0.707101,0.001200,0.000000,0.000000
5,False,True,True,0.000000,1.000000,-2000.000000,-4497.750000,18.639999,0.000000,105.759995,8.349999,-0.002112,0.002123,0.707106,0.707101,0.001100,0.000000,0.000000
6,False,True,True,0.000000,1.000000,-2000.000000,-4496.799805,18.639999,0.000000,126.369995,8.349999,-0.002107,0.002117,0.707106,0.707101,0.001000,0.000000,0.000000
7,False,True,True,0.000000,1.000000,-2000.000000,-4495.679688,18.639999,0.000000,146.809998,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000800,0.000000,0.000000
8,False,True,True,0.000000,1.000000,-2000.000000,-4494.390137,18.639999,0.000000,167.069992,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000700,0.000000,0.000000
9,False,True,True,0.000000,1.000000,-2000.000000,-4492.929688,18.639999,0.000000,187.159988,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000600,0.000000,0.000000
10,False,True,True,0.000000,1.000000,-2000.000000,-4491.299805,18.639999,0.000000,207.080002,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
11,False,True,True,0.000000,1.000000,-2000.000000,-4489.509766,18.639999,0.000000,226.830002,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
12,False,True,True,0.000000,1.000000,-2000.000000,-4487.549805,18.639999,0.000000,246.409988,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
13,False,True,True,0.000000,1.000000,-2000.000000,-4485.429688,18.639999,0.000000,265.820007,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
14,False,True,True,0.000000,1.000000,-2000.000000,-4483.149902,18.639999,0.000000,285.059998,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
15,False,True,True,0.000000,1.000000,-2000.000000,-4480.699707,18.639999,0.000000,304.139984,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000500,0.000000,0.000000
16,False,True,True,0.000000,1.000000,-2000.000000,-4478.100098,18.639999,0.000000,323.049988,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
17,False,True,True,0.000000,1.000000,-2000.000000,-4475.339844,18.639999,0.000000,341.799988,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
18,False,True,True,0.000000,1.000000,-2000.000000,-4472.419922,18.639999,0.000000,360.389984,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
19,False,True,True,0.000000,1.000000,-2000.000000,-4469.350098,18.639999,0.000000,378.819977,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
20,False,True,True,0.000000,1.000000,-2000.000000,-4466.120117,18.639999,0.000000,397.089996,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
21,False,True,True,0.000000,1.000000,-2000.000000,-4462.739746,18.639999,0.000000,415.209991,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
22,False,True,True,0.000000,1.000000,-2000.000000,-4459.209961,18.639999,0.000000,433.169983,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
23,False,True,True,0.000000,1.000000,-2000.000000,-4455.529785,18.639999,0.000000,450.979980,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
24,False,True,True,0.000000,1.000000,-2000.000000,-4451.699707,18.639999,0.000000,468.639984,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000400,0.000000,0.000000
25,False,True,True,0.000000,1.000000,-2000.000000,-4447.719727,18.639999,0.000000,486.139984,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
26,False,True,True,0.000000,1.000000,-2000.000000,-4443.600098,18.639999,0.000000,503.489990,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
27,False,True,True,0.000000,1.000000,-2000.000000,-4439.339844,18.639999,0.000000,520.700012,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
28,False,True,True,0.000000,1.000000,-2000.000000,-4434.929688,18.639999,0.000000,537.760010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
29,False,True,True,0.000000,1.000000,-2000.000000,-4430.379883,18.639999,0.000000,554.669983,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
30,False,True,True,0.000000,1.000000,-2000.000000,-4425.689941,18.639999,0.000000,571.440002,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
31,False,True,True,0.000000,1.000000,-2000.000000,-4420.859863,18.639999,0.000000,588.059998,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
32,False,True,True,0.000000,1.000000,-2000.000000,-4415.890137,18.639999,0.000000,604.539978,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
33,False,True,True,0.000000,1.000000,-2000.000000,-4410.779785,18.639999,0.000000,620.880005,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
34,False,True,True,0.000000,1.000000,-2000.000000,-4405.540039,18.639999,0.000000,637.079956,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000300,0.000000,0.000000
35,False,True,True,0.000000,1.000000,-2000.000000,-4400.159668,18.639999,0.000000,653.140015,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
36,False,True,True,0.000000,1.000000,-2000.000000,-4394.649902,18.639999,0.000000,669.059998,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
37,False,True,True,0.000000,1.000000,-2000.000000,-4389.009766,18.639999,0.000000,684.849976,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
38,False,True,True,0.000000,1.000000,-2000.000000,-4383.229980,18.639999,0.000000,700.500000,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
39,False,True,True,0.000000,1.000000,-2000.000000,-4377.319824,18.639999,0.000000,716.019958,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
40,False,True,True,0.000000,1.000000,-2000.000000,-4371.279785,18.639999,0.000000,731.399963,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
41,False,True,True,0.000000,1.000000,-2000.000000,-4365.120117,18.639999,0.000000,746.649963,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
42,False,True,True,0.000000,1.000000,-2000.000000,-4358.830078,18.639999,0.000000,761.769958,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
43,False,True,True,0.000000,1.000000,-2000.000000,-4352.409668,18.639999,0.000000,776.760010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
44,False,True,True,0.000000,1.000000,-2000.000000,-4345.870117,18.639999,0.000000,791.619995,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
45,False,True,True,0.000000,1.000000,-2000.000000,-4339.199707,18.639999,0.000000,806.359985,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
46,False,True,True,0.000000,1.000000,-2000.000000,-4332.409668,18.639999,0.000000,820.969971,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000200,0.000000,0.000000
47,False,True,True,0.000000,1.000000,-2000.000000,-4325.500000,18.639999,0.000000,835.449951,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
48,False,True,True,0.000000,1.000000,-2000.000000,-4318.469727,18.639999,0.000000,849.809998,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
49,False,True,True,0.000000,1.000000,-2000.000000,-4311.319824,18.639999,0.000000,864.049988,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
50,False,True,True,0.000000,1.000000,-2000.000000,-4304.049805,18.639999,0.000000,878.169983,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
51,False,True,True,0.000000,1.000000,-2000.000000,-4296.659668,18.639999,0.000000,892.159973,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
52,False,True,True,0.000000,1.000000,-2000.000000,-4289.159668,18.639999,0.000000,906.029968,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
53,False,True,True,0.000000,1.000000,-2000.000000,-4281.540039,18.639999,0.000000,919.789978,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
54,False,True,True,0.000000,1.000000,-2000.000000,-4273.810059,18.639999,0.000000,933.429993,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
55,False,True,True,0.000000,1.000000,-2000.000000,-4265.959961,18.639999,0.000000,946.949951,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
56,False,True,True,0.000000,1.000000,-2000.000000,-4258.000000,18.639999,0.000000,960.349976,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
57,False,True,True,0.000000,1.000000,-2000.000000,-4249.929688,18.639999,0.000000,973.639954,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
58,False,True,True,0.000000,1.000000,-2000.000000,-4241.750000,18.639999,0.000000,986.820007,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000100,0.000000,0.000000
59,False,True,True,0.000000,1.000000,-2000.000000,-4233.459961,18.639999,0.000000,999.880005,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
60,False,True,True,0.000000,1.000000,-2000.000000,-4225.060059,18.639999,0.000000,1012.829956,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
61,False,True,True,0.000000,1.000000,-2000.000000,-4216.549805,18.639999,0.000000,1025.669922,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
62,False,True,True,0.000000,1.000000,-2000.000000,-4207.929688,18.639999,0.000000,1038.400024,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
63,False,True,True,0.000000,1.000000,-2000.000000,-4199.209961,18.639999,0.000000,1051.020020,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
64,False,True,True,0.000000,1.000000,-2000.000000,-4190.379883,18.639999,0.000000,1063.530029,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
65,False,True,True,0.000000,1.000000,-2000.000000,-4181.449707,18.639999,0.000000,1075.939941,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
66,False,True,True,0.000000,1.000000,-2000.000000,-4172.409668,18.639999,0.000000,1088.239990,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
67,False,True,True,0.000000,1.000000,-2000.000000,-4163.270020,18.639999,0.000000,1100.429932,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
68,False,True,True,0.000000,1.000000,-2000.000000,-4154.029785,18.639999,0.000000,1112.520020,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
69,False,True,True,0.000000,1.000000,-2000.000000,-4144.689941,18.639999,0.000000,1124.510010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
70,False,True,True,0.000000,1.000000,-2000.000000,-4135.250000,18.639999,0.000000,1136.390015,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
71,False,True,True,0.000000,1.000000,-2000.000000,-4125.709961,18.639999,0.000000,1148.169922,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
72,False,True,True,0.000000,1.000000,-2000.000000,-4116.069824,18.639999,0.000000,1159.849976,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
73,False,True,True,0.000000,1.000000,-2000.000000,-4106.339844,18.639999,0.000000,1171.429932,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
74,False,True,True,0.000000,1.000000,-2000.000000,-4096.509766,18.639999,0.000000,1182.910034,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
75,False,True,True,0.000000,1.000000,-2000.000000,-4086.579834,18.639999,0.000000,1194.289917,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
76,False,True,True,0.000000,1.000000,-2000.000000,-4076.559814,18.639999,0.000000,1205.569946,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
77,False,True,True,0.000000,1.000000,-2000.000000,-4066.439941,18.639999,0.000000,1216.760010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
78,False,True,True,0.000000,1.000000,-2000.000000,-4056.229980,18.639999,0.000000,1227.849976,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
79,False,True,True,0.000000,1.000000,-2000.000000,-4045.929932,18.639999,0.000000,1238.849976,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
80,False,True,True,0.000000,1.000000,-2000.000000,-4035.539795,18.639999,0.000000,1249.750000,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
81,False,True,True,0.000000,1.000000,-2000.000000,-4025.059814,18.639999,0.000000,1260.559937,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
82,False,True,True,0.000000,1.000000,-2000.000000,-4014.489990,18.639999,0.000000,1271.280029,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
83,False,True,True,0.000000,1.000000,-2000.000000,-4003.829834,18.639999,0.000000,1281.900024,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
84,False,True,True,0.000000,1.000000,-2000.000000,-3993.079834,18.639999,0.000000,1292.429932,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
85,False,True,True,0.000000,1.000000,-2000.000000,-3982.239990,18.639999,0.000000,1302.869995,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
86,False,True,True,0.000000,1.000000,-2000.000000,-3971.309814,18.639999,0.000000,1313.219971,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
87,False,True,True,0.000000,1.000000,-2000.000000,-3960.299805,18.639999,0.000000,1323.489990,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
88,False,True,True,0.000000,1.000000,-2000.000000,-3949.199951,18.639999,0.000000,1333.669922,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
89,False,True,True,0.000000,1.000000,-2000.000000,-3938.020020,18.639999,0.000000,1343.760010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
90,False,True,True,0.000000,1.000000,-2000.000000,-3926.750000,18.639999,0.000000,1353.760010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
91,False,True,True,0.000000,1.000000,-2000.000000,-3915.399902,18.639999,0.000000,1363.679932,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
92,False,True,True,0.000000,1.000000,-2000.000000,-3903.969971,18.639999,0.000000,1373.510010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
93,False,True,True,0.000000,1.000000,-2000.000000,-3892.459961,18.639999,0.000000,1383.260010,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
94,False,True,True,0.000000,1.000000,-2000.000000,-3880.859863,18.639999,0.000000,1392.919922,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
95,False,True,True,0.000000,1.000000,-2000.000000,-3869.179932,18.639999,0.000000,1402.359985,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
96,False,True,True,0.000000,1.000000,-2000.000000,-3857.419922,18.639999,0.000000,1410.619995,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
97,False,True,True,0.000000,1.000000,-2000.000000,-3845.599854,18.639999,0.000000,1418.880005,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
98,False,True,True,0.000000,1.000000,-2000.000000,-3833.709961,18.639999,0.000000,1427.140015,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
99,False,True,True,0.000000,1.000000,-2000.000000,-3821.750000,18.639999,0.000000,1435.400024,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
100,False,True,True,0.000000,1.000000,-2000.000000,-3809.719971,18.639999,0.000000,1443.659912,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
101,False,True,True,0.000000,1.000000,-2000.000000,-3797.619873,18.639999,0.000000,1451.919922,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
102,False,True,True,0.000000,1.000000,-2000.000000,-3785.449951,18.639999,0.000000,1460.179932,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
103,False,True,True,0.000000,1.000000,-2000.000000,-3773.209961,18.639999,0.000000,1468.439941,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
104,False,True,True,0.000000,1.000000,-2000.000000,-3760.899902,18.639999,0.000000,1476.699951,8.349999,-0.002101,0.002112,0.707106,0.707101,0.000000,0.000000,0.000000
