frame,input.bJump,input.bJumped,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,0.120000,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
1,True,True,0.000000,0.000000,0.140000,0.000000,21.160000,-0.521000,0.000000,304.110992,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
2,True,True,0.000000,0.000000,0.140000,0.000000,23.730000,0.111000,0.000000,308.131012,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
3,True,True,0.000000,0.000000,0.140000,0.000000,26.330000,-0.051000,0.000000,312.151001,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
4,True,True,0.000000,0.000000,0.140000,0.000000,28.959999,-0.011000,0.000000,316.170990,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
5,True,True,0.000000,0.000000,0.140000,0.000000,31.629999,-0.021000,0.000000,320.191010,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
6,True,True,0.000000,0.000000,0.140000,0.000000,34.329998,0.051000,0.000000,324.210999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
7,True,True,0.000000,0.000000,0.140000,0.000000,37.090000,0.121000,0.000000,330.941010,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
8,True,True,0.000000,0.000000,0.140000,0.000000,39.899998,0.191000,0.000000,337.670990,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
9,True,True,0.000000,0.000000,0.140000,0.000000,42.770000,0.261000,0.000000,344.401001,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
