frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
1,False,False,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
2,False,False,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
3,False,False,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
4,True,True,0.000000,0.140000,0.000000,21.170000,-0.491000,0.000000,304.121002,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
5,False,False,0.000000,0.140000,0.000000,23.740000,0.101000,0.000000,308.140991,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
6,False,False,0.000000,0.140000,0.000000,26.340000,-0.051000,0.000000,312.161011,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
7,False,False,0.000000,0.140000,0.000000,28.869999,0.000000,0.000000,304.031006,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
8,False,False,0.000000,0.140000,0.000000,31.340000,-0.011000,0.000000,295.901001,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
9,False,False,0.000000,0.140000,0.000000,33.739998,-0.011000,0.000000,287.770996,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
10,False,False,0.000000,0.140000,0.000000,36.090000,-0.011000,0.000000,282.351013,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
11,False,False,0.000000,0.140000,0.000000,38.399998,-0.011000,0.000000,276.931000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
12,False,False,0.000000,0.140000,0.000000,40.660000,-0.011000,0.000000,271.510986,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
13,False,False,0.000000,0.140000,0.000000,42.879997,-0.011000,0.000000,266.091003,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
14,False,False,0.000000,0.140000,0.000000,45.049999,-0.011000,0.000000,260.670990,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
15,False,False,0.000000,0.140000,0.000000,47.180000,-0.011000,0.000000,255.251007,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
16,False,False,0.000000,0.140000,0.000000,49.259998,-0.011000,0.000000,249.831009,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
17,False,False,0.000000,0.140000,0.000000,51.299999,-0.011000,0.000000,244.410995,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
18,False,False,0.000000,0.140000,0.000000,53.289997,-0.011000,0.000000,238.990997,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
19,False,False,0.000000,0.140000,0.000000,55.239998,-0.011000,0.000000,233.570999,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
20,False,False,0.000000,0.140000,0.000000,57.139999,-0.011000,0.000000,228.151001,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
21,False,False,0.000000,0.140000,0.000000,59.000000,-0.011000,0.000000,222.731003,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
22,False,False,0.000000,0.140000,0.000000,60.809998,-0.011000,0.000000,217.311005,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
23,False,False,0.000000,0.140000,0.000000,62.579998,-0.011000,0.000000,211.891006,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
24,False,False,0.000000,0.140000,0.000000,64.299995,-0.011000,0.000000,206.471008,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
25,False,False,0.000000,0.140000,0.000000,65.979996,-0.011000,0.000000,201.051010,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
26,False,False,0.000000,0.140000,0.000000,67.610001,-0.011000,0.000000,195.630997,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
27,False,False,0.000000,0.140000,0.000000,69.199997,-0.011000,0.000000,190.210999,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
28,False,False,0.000000,0.140000,0.000000,70.739998,-0.011000,0.000000,184.791000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
29,False,False,0.000000,0.140000,0.000000,72.229996,-0.011000,0.000000,179.371002,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
30,False,False,0.000000,0.140000,0.000000,73.680000,-0.011000,0.000000,173.951004,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
31,False,False,0.000000,0.140000,0.000000,75.080002,-0.011000,0.000000,168.531006,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
32,False,False,0.000000,0.140000,0.000000,76.439995,-0.011000,0.000000,163.111008,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
33,False,False,0.000000,0.140000,0.000000,77.750000,-0.011000,0.000000,157.691010,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
34,False,False,0.000000,0.140000,0.000000,79.019997,-0.011000,0.000000,152.270996,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
35,False,False,0.000000,0.140000,0.000000,80.239998,-0.011000,0.000000,146.850998,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
36,False,False,0.000000,0.140000,0.000000,81.419998,-0.011000,0.000000,141.431000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
37,False,False,0.000000,0.140000,0.000000,82.549995,-0.011000,0.000000,136.011002,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
38,False,False,0.000000,0.140000,0.000000,83.639999,-0.011000,0.000000,130.591003,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
39,False,False,0.000000,0.140000,0.000000,84.680000,-0.011000,0.000000,125.170998,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
40,False,False,0.000000,0.140000,0.000000,85.680000,-0.011000,0.000000,119.750999,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000310,0.000000
