frame,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,0.120000,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
1,0.000000,0.120000,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
2,0.000000,0.120000,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
3,0.000000,0.120000,0.000000,18.650000,0.000000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
4,-1.000000,0.010000,0.000000,18.650000,-13.331000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000000,0.000000
5,-1.000000,-0.210000,0.000000,18.650000,-26.550999,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000210,0.000000
6,-1.000000,-0.540000,0.000000,18.650000,-39.650997,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
7,-1.000000,-0.980000,0.000000,18.650000,-52.640999,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
8,-1.000000,-1.530000,0.000000,18.650000,-65.520996,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
9,-1.000000,-2.180000,0.000000,18.650000,-78.291000,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
10,-1.000000,-2.940000,0.000000,18.650000,-90.950996,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
11,-1.000000,-3.800000,0.000000,18.650000,-103.500999,0.000000,0.281000,0.000003,0.003008,0.000003,0.999995,0.000000,0.000310,0.000000
