frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.340000,0.000000,0.000000,0.241000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000410,0.000000
1,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.340000,0.000000,0.000000,0.241000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000410,0.000000
2,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.340000,0.000000,0.000000,0.241000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000410,0.000000
3,False,False,0.000000,0.000000,False,3500.339844,0.000000,18.340000,0.000000,0.000000,0.241000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000410,0.000000
4,False,False,1.000000,0.000000,False,3500.449951,0.000000,18.340000,13.331000,0.000000,0.241000,0.000003,0.008543,0.000003,0.999963,0.000000,-0.001510,0.000000
5,False,False,1.000000,0.000000,False,3500.669922,0.000000,18.340000,26.550999,0.000000,0.241000,0.000003,0.008532,0.000003,0.999964,0.000000,-0.002110,0.000000
6,False,False,1.000000,0.000000,False,3501.000000,0.000000,18.340000,39.650997,0.000000,0.241000,0.000003,0.008521,0.000003,0.999964,0.000000,-0.002410,0.000000
7,False,False,1.000000,0.000000,False,3501.439941,0.000000,18.340000,52.640999,0.000000,0.241000,0.000003,0.008510,0.000003,0.999964,0.000000,-0.002410,0.000000
8,False,False,1.000000,0.000000,False,3501.989990,0.000000,18.340000,65.520996,0.000000,0.241000,0.000003,0.008500,0.000003,0.999964,0.000000,-0.002310,0.000000
9,False,False,1.000000,0.000000,False,3502.639893,0.000000,18.340000,78.291000,0.000000,0.241000,0.000003,0.008489,0.000003,0.999964,0.000000,-0.002110,0.000000
10,False,False,1.000000,0.000000,False,3503.399902,0.000000,18.340000,90.950996,0.000000,0.241000,0.000003,0.008478,0.000003,0.999964,0.000000,-0.001910,0.000000
11,False,False,1.000000,0.000000,False,3504.260010,0.000000,18.340000,103.500999,0.000000,0.241000,0.000003,0.008473,0.000003,0.999964,0.000000,-0.001710,0.000000
12,False,False,1.000000,0.000000,False,3505.229980,0.000000,18.340000,115.940994,0.000000,0.241000,0.000003,0.008467,0.000003,0.999964,0.000000,-0.001510,0.000000
13,False,False,1.000000,0.000000,False,3506.299805,0.000000,18.340000,128.281006,0.000000,0.241000,0.000003,0.008462,0.000003,0.999964,0.000000,-0.001310,0.000000
